customer_id,signup_date,region,acquisition_channel
14304,2022-01-25,East,Organic
14305,2023-05-04,West,Paid Search
14306,2023-07-17,North,Organic
14307,2023-06-24,East,Social
14308,2023-08-07,East,Referral
14309,2023-08-10,South,Paid Search
14310,2023-03-16,West,Paid Search
14311,2023-01-15,South,Referral
14312,2023-09-18,North,Organic
14313,2022-09-12,West,Social
14314,2022-03-13,North,Paid Search
14315,2023-07-03,South,Social
14316,2022-07-21,South,Organic
14317,2023-12-16,West,Organic
14318,2022-10-30,South,Paid Search
14319,2023-09-14,East,Organic
14320,2022-01-31,West,Organic
14321,2023-04-27,East,Referral
14322,2022-11-24,West,Organic
14323,2022-12-04,West,Organic
14324,2022-07-13,South,Organic
14325,2023-12-10,West,Paid Search
14326,2022-10-14,East,Paid Search
14327,2023-09-13,North,Organic
14328,2022-11-07,North,Social
14329,2022-02-05,East,Social
14330,2023-10-04,North,Organic
14331,2022-05-16,East,Social
14332,2022-07-17,South,Paid Search
14333,2023-09-21,East,Paid Search
14334,2023-10-15,North,Referral
14335,2023-11-01,West,Social
14336,2022-11-07,South,Paid Search
14337,2023-07-07,North,Paid Search
14338,2022-08-28,South,Organic
14339,2023-06-25,South,Paid Search
14340,2023-01-02,East,Email
14341,2022-02-07,East,Organic
14342,2022-11-01,North,Referral
14343,2022-12-08,West,Email
14344,2022-07-07,South,Organic
14345,2022-10-01,North,Social
14346,2023-01-02,West,Social
14347,2022-02-06,East,Organic
14348,2022-04-21,East,Paid Search
14349,2023-07-14,South,Social
14350,2022-09-14,South,Referral
14351,2023-03-21,East,Organic
14352,2023-02-18,North,Email
14353,2023-02-07,South,Social
14354,2022-10-29,West,Referral
14355,2022-12-19,East,Organic
14356,2023-08-25,South,Paid Search
14357,2023-12-06,North,Social
14358,2022-07-07,East,Organic
14359,2023-05-04,North,Paid Search
14360,2023-12-09,North,Email
14361,2022-01-06,North,Paid Search
14362,2023-07-27,East,Social
14363,2022-12-29,East,Organic
14364,2023-12-08,North,Social
14365,2023-02-27,North,Organic
14366,2023-09-04,East,Social
14367,2022-05-02,East,Paid Search
14368,2022-04-14,East,Organic
14369,2023-11-08,North,Referral
14370,2023-01-20,East,Social
14371,2023-02-12,West,Paid Search
14372,2022-05-05,East,Organic
14373,2022-06-15,North,Email
14374,2023-08-21,East,Referral
14375,2022-08-10,South,Organic
14376,2023-03-03,North,Referral
14377,2022-08-20,South,Paid Search
14378,2022-07-12,West,Email
14379,2022-05-02,South,Paid Search
14380,2023-11-10,West,Organic
14381,2023-11-18,East,Referral
14382,2022-03-26,East,Organic
14383,2022-09-15,North,Referral
14384,2023-02-16,East,Organic
14385,2022-10-07,North,Organic
14386,2023-06-11,South,Referral
14387,2022-07-09,North,Email
14388,2022-02-12,South,Organic
14389,2022-09-03,East,Email
14390,2023-03-13,North,Organic
14391,2022-05-12,South,Social
14392,2023-08-19,West,Organic
14393,2022-01-09,North,Paid Search
14394,2022-02-19,South,Organic
14395,2023-01-07,South,Email
14396,2023-01-09,South,Referral
14397,2022-08-04,East,Social
14398,2022-07-08,North,Paid Search
14399,2022-02-20,South,Organic
14400,2023-04-29,East,Organic
14401,2022-10-04,South,Social
14402,2022-03-28,West,Organic
14403,2022-10-19,West,Email
14404,2023-11-16,North,Paid Search
14405,2022-07-10,South,Referral
14406,2023-10-16,North,Paid Search
14407,2022-07-08,North,Paid Search
14408,2022-05-16,South,Referral
14409,2022-07-10,East,Referral
14410,2022-08-24,South,Email
14411,2022-03-30,North,Social
14412,2023-03-05,North,Email
14413,2022-09-01,West,Paid Search
14414,2023-06-09,West,Organic
14415,2022-12-25,North,Email
14416,2022-11-20,East,Email
14417,2022-12-10,South,Organic
14418,2022-04-25,East,Organic
14419,2023-06-05,East,Social
14420,2022-03-18,West,Organic
14421,2023-06-11,North,Email
14422,2023-12-31,South,Email
14423,2023-07-12,West,Paid Search
14424,2022-11-29,North,Organic
14425,2022-08-18,North,Paid Search
14426,2023-09-29,East,Paid Search
14427,2022-07-07,West,Email
14428,2022-12-19,East,Social
14429,2023-07-17,West,Social
14430,2023-11-05,East,Organic
14431,2023-11-04,North,Email
14432,2022-03-06,East,Organic
14433,2023-10-18,West,Social
14434,2022-03-25,West,Organic
14435,2023-03-03,North,Paid Search
14436,2023-11-10,North,Paid Search
14437,2023-04-24,West,Paid Search
14438,2023-11-23,North,Referral
14439,2022-09-09,North,Organic
14440,2022-08-18,West,Organic
14441,2022-08-27,East,Email
14442,2022-09-17,South,Paid Search
14443,2023-05-14,North,Organic
14444,2022-11-27,North,Organic
14445,2023-06-23,West,Organic
14446,2022-10-31,South,Social
14447,2022-08-13,North,Paid Search
14448,2022-05-19,South,Organic
14449,2023-02-07,North,Paid Search
14450,2023-10-18,North,Referral
14451,2023-09-20,North,Social
14452,2022-07-04,East,Organic
14453,2022-12-15,North,Email
14454,2023-05-30,South,Organic
14455,2023-03-24,South,Organic
14456,2022-02-19,South,Social
14457,2023-03-08,North,Social
14458,2022-01-29,North,Organic
14459,2022-03-27,North,Social
14460,2023-04-23,South,Email
14461,2022-03-16,East,Social
14462,2022-09-05,North,Social
14463,2023-03-06,West,Paid Search
14464,2023-04-24,East,Referral
14465,2022-11-22,North,Organic
14466,2022-03-10,North,Paid Search
14467,2023-08-07,North,Organic
14468,2023-11-25,North,Social
14469,2023-10-11,East,Organic
14470,2023-07-01,North,Paid Search
14471,2022-10-21,West,Social
14472,2023-10-02,South,Organic
14473,2022-12-23,East,Organic
14474,2022-04-10,West,Organic
14475,2023-09-13,East,Email
14476,2022-08-22,West,Organic
14477,2023-11-17,West,Paid Search
14478,2022-09-26,South,Paid Search
14479,2023-09-27,North,Referral
14480,2023-01-28,South,Social
14481,2022-12-08,North,Organic
14482,2022-08-05,East,Social
14483,2023-09-03,South,Social
14484,2022-02-14,South,Social
14485,2022-12-09,West,Paid Search
14486,2022-09-27,North,Organic
14487,2023-02-01,East,Email
14488,2022-07-05,South,Paid Search
14489,2023-05-01,West,Organic
14490,2022-10-09,East,Organic
14491,2022-05-18,North,Organic
14492,2022-05-24,East,Email
14493,2023-05-24,North,Organic
14494,2022-07-11,East,Email
14495,2022-08-13,East,Social
14496,2023-04-03,South,Organic
14497,2022-08-29,East,Organic
14498,2022-10-11,West,Organic
14499,2022-06-28,West,Paid Search
14500,2022-09-10,East,Social
14501,2023-05-21,East,Email
14502,2023-01-25,South,Social
14503,2023-12-30,West,Referral
14504,2023-07-18,West,Organic
14505,2022-01-13,North,Email
14506,2022-10-04,North,Paid Search
14507,2022-07-31,North,Paid Search
14508,2023-03-05,North,Paid Search
14509,2022-07-13,South,Paid Search
14510,2023-12-07,North,Email
14511,2022-08-07,East,Email
14512,2023-01-17,North,Organic
14513,2022-03-31,North,Organic
14514,2023-10-27,East,Email
14515,2023-10-28,South,Social
14516,2023-08-03,South,Paid Search
14517,2022-09-14,West,Organic
14518,2022-02-12,West,Organic
14519,2023-06-04,East,Social
14520,2022-11-10,North,Social
14521,2023-12-24,North,Organic
14522,2023-05-25,West,Paid Search
14523,2023-01-29,East,Paid Search
14524,2023-12-22,West,Email
14525,2023-08-08,East,Organic
14526,2022-12-01,North,Email
14527,2022-01-14,South,Referral
14528,2022-03-09,West,Paid Search
14529,2022-11-20,West,Paid Search
14530,2023-02-15,North,Organic
14531,2022-01-23,East,Organic
14532,2022-04-03,North,Referral
14533,2023-05-30,West,Referral
14534,2023-07-03,North,Organic
14535,2022-01-22,East,Referral
14536,2023-01-06,North,Organic
14537,2022-03-01,East,Paid Search
14538,2023-06-13,East,Email
14539,2023-09-01,South,Paid Search
14540,2023-09-27,West,Paid Search
14541,2023-03-13,West,Email
14542,2023-04-05,West,Organic
14543,2023-11-08,South,Referral
14544,2023-03-24,East,Organic
14545,2022-11-22,East,Organic
14546,2023-07-05,East,Referral
14547,2023-03-08,South,Paid Search
14548,2023-09-07,East,Paid Search
14549,2023-01-19,North,Organic
14550,2023-09-27,South,Organic
14551,2022-02-02,North,Organic
14552,2022-01-27,South,Paid Search
14553,2022-03-14,North,Paid Search
14554,2023-02-11,North,Paid Search
14555,2023-06-02,West,Social
14556,2022-06-07,East,Referral
14557,2022-04-24,North,Organic
14558,2023-09-21,West,Referral
14559,2023-07-02,West,Social
14560,2023-04-19,West,Referral
14561,2022-12-23,West,Email
14562,2022-11-03,West,Organic
14563,2022-01-15,East,Organic
14564,2022-05-18,West,Referral
14565,2023-10-17,West,Paid Search
14566,2022-09-05,South,Social
14567,2023-05-30,West,Email
14568,2023-05-29,West,Organic
14569,2022-08-14,West,Paid Search
14570,2022-05-30,West,Referral
14571,2023-05-20,South,Organic
14572,2022-03-10,South,Email
14573,2022-12-28,East,Referral
14574,2023-10-11,East,Organic
14575,2023-06-04,West,Organic
14576,2023-07-12,West,Paid Search
14577,2022-03-02,East,Social
14578,2022-05-26,West,Paid Search
14579,2022-07-20,North,Organic
14580,2022-08-02,West,Organic
14581,2022-05-22,North,Paid Search
14582,2023-12-11,East,Paid Search
14583,2022-05-01,North,Organic
14584,2023-06-01,East,Social
14585,2023-03-05,South,Organic
14586,2023-03-22,North,Social
14587,2022-06-06,East,Referral
14588,2022-08-13,East,Email
14589,2023-03-19,North,Email
14590,2022-08-07,East,Organic
14591,2023-05-22,North,Paid Search
14592,2022-01-29,North,Paid Search
14593,2022-02-23,North,Organic
14594,2023-06-16,East,Email
14595,2023-03-27,West,Organic
14596,2022-02-01,East,Organic
14597,2023-10-19,West,Email
14598,2022-01-04,East,Paid Search
14599,2023-11-29,West,Organic
14600,2023-06-17,West,Organic
14601,2023-12-23,South,Organic
14602,2023-11-24,North,Paid Search
14603,2022-08-17,North,Paid Search
14604,2023-07-07,East,Organic
14605,2022-06-03,East,Email
14606,2022-12-11,North,Referral
14607,2022-06-25,West,Email
14608,2022-12-21,West,Paid Search
14609,2023-09-29,North,Email
14610,2022-11-15,North,Social
14611,2022-03-09,North,Referral
14612,2022-08-25,South,Organic
14613,2023-07-29,West,Organic
14614,2023-01-16,East,Organic
14615,2023-02-13,North,Social
14616,2022-11-11,South,Organic
14617,2022-08-02,North,Referral
14618,2023-03-13,South,Organic
14619,2023-04-08,South,Email
14620,2023-10-18,East,Organic
14621,2023-03-27,East,Paid Search
14622,2023-12-28,West,Paid Search
14623,2023-08-27,North,Social
14624,2022-02-27,West,Paid Search
14625,2022-10-14,North,Paid Search
14626,2022-10-08,South,Social
14627,2022-01-03,West,Referral
14628,2022-05-12,East,Social
14629,2023-07-11,North,Social
14630,2022-09-15,South,Paid Search
14631,2022-04-18,East,Referral
14632,2022-07-29,West,Paid Search
14633,2022-07-20,East,Referral
14634,2022-05-08,North,Social
14635,2022-03-15,South,Organic
14636,2023-07-12,North,Organic
14637,2023-08-25,North,Social
14638,2022-12-29,East,Email
14639,2023-03-26,West,Email
14640,2023-11-03,North,Referral
14641,2023-09-08,West,Paid Search
14642,2022-01-24,East,Paid Search
14643,2023-11-27,West,Paid Search
14644,2022-02-18,North,Organic
14645,2022-01-20,South,Email
14646,2022-10-22,North,Referral
14647,2023-06-29,North,Organic
14648,2022-02-28,South,Social
14649,2022-08-02,South,Social
14650,2022-07-11,North,Organic
14651,2022-10-18,North,Social
14652,2023-12-21,West,Social
14653,2022-08-30,West,Paid Search
14654,2022-06-02,South,Organic
14655,2022-03-31,West,Organic
14656,2022-05-25,North,Email
14657,2022-04-08,South,Organic
14658,2023-02-23,West,Paid Search
14659,2022-11-03,South,Referral
14660,2022-12-30,North,Email
14661,2023-08-31,South,Social
14662,2023-02-28,East,Referral
14663,2022-04-24,East,Organic
14664,2022-10-03,South,Organic
14665,2022-08-17,South,Email
14666,2023-08-27,North,Paid Search
14667,2022-08-13,East,Organic
14668,2022-04-12,North,Social
14669,2023-06-22,West,Organic
14670,2022-11-09,East,Paid Search
14671,2022-03-11,South,Paid Search
14672,2023-05-19,East,Email
14673,2022-06-03,North,Organic
14674,2023-09-26,South,Organic
14675,2023-08-31,South,Social
14676,2022-09-27,South,Referral
14677,2023-02-10,East,Paid Search
14678,2023-02-19,West,Organic
14679,2023-04-23,South,Email
14680,2022-02-20,South,Organic
14681,2022-08-26,East,Organic
14682,2022-05-05,South,Organic
14683,2023-05-25,North,Organic
14684,2022-02-20,West,Paid Search
14685,2023-01-13,West,Organic
14686,2023-06-16,West,Social
14687,2023-11-24,North,Paid Search
14688,2022-07-30,North,Paid Search
14689,2022-01-06,South,Organic
14690,2023-06-13,West,Social
14691,2022-01-02,North,Organic
14692,2022-02-18,North,Organic
14693,2023-12-25,North,Email
14694,2023-09-22,West,Email
14695,2023-06-01,West,Social
14696,2023-09-02,East,Paid Search
14697,2022-02-25,North,Paid Search
14698,2022-03-06,East,Organic
14699,2022-08-08,South,Paid Search
14700,2022-01-18,North,Paid Search
14701,2023-10-11,South,Paid Search
14702,2022-02-11,East,Organic
14703,2023-02-02,South,Referral
14704,2023-09-16,West,Organic
14705,2023-06-21,South,Organic
14706,2022-06-21,South,Referral
14707,2022-12-10,East,Social
14708,2023-02-05,East,Email
14709,2023-07-15,North,Email
14710,2022-11-08,East,Organic
14711,2022-07-28,North,Social
14712,2023-08-04,South,Organic
14713,2023-10-10,East,Referral
14714,2022-12-23,East,Organic
14715,2022-01-21,South,Email
14716,2023-01-01,North,Paid Search
14717,2023-10-12,East,Organic
14718,2023-12-24,South,Paid Search
14719,2022-10-20,West,Social
14720,2022-04-20,East,Organic
14721,2023-02-22,West,Referral
14722,2023-08-30,South,Organic
14723,2023-11-21,West,Email
14724,2022-02-07,North,Email
14725,2022-08-01,South,Paid Search
14726,2022-12-15,North,Email
14727,2022-03-13,North,Social
14728,2023-10-10,West,Email
14729,2022-03-23,East,Paid Search
14730,2023-05-01,East,Email
14731,2023-11-02,East,Paid Search
14732,2023-05-16,East,Organic
14733,2023-07-12,East,Organic
14734,2022-07-12,West,Email
14735,2023-08-28,East,Referral
14736,2022-11-02,East,Organic
14737,2022-02-14,South,Paid Search
14738,2022-09-25,West,Organic
14739,2022-09-13,North,Paid Search
14740,2023-01-16,South,Social
14741,2022-07-13,West,Social
14742,2022-12-04,North,Email
14743,2022-11-09,North,Social
14744,2022-08-27,South,Organic
14745,2023-05-24,South,Paid Search
14746,2022-08-12,West,Organic
14747,2023-07-14,West,Referral
14748,2022-07-03,South,Social
14749,2023-09-24,West,Organic
14750,2022-09-24,East,Organic
14751,2022-01-30,West,Paid Search
14752,2022-04-20,North,Referral
14753,2023-08-12,South,Organic
14754,2023-09-29,North,Paid Search
14755,2022-06-04,North,Paid Search
14756,2023-03-16,East,Email
14757,2023-02-24,North,Email
14758,2022-04-08,East,Organic
14759,2022-11-26,East,Social
14760,2023-05-22,North,Organic
14761,2023-12-08,South,Social
14762,2023-09-11,East,Organic
14763,2022-03-13,West,Email
14764,2022-06-23,South,Paid Search
14765,2022-11-15,West,Email
14766,2022-04-20,West,Organic
14767,2023-02-21,East,Paid Search
14768,2022-01-07,South,Organic
14769,2022-03-24,East,Paid Search
14770,2022-02-04,West,Social
14771,2022-08-04,South,Paid Search
14772,2023-07-11,West,Paid Search
14773,2022-05-10,West,Email
14774,2023-12-22,South,Paid Search
14775,2022-07-16,East,Social
14776,2022-02-02,East,Paid Search
14777,2022-09-02,West,Referral
14778,2023-07-01,West,Social
14779,2022-03-19,North,Paid Search
14780,2022-02-22,North,Paid Search
14781,2023-09-13,South,Email
14782,2023-03-09,West,Social
14783,2022-09-08,South,Organic
14784,2023-07-06,West,Organic
14785,2023-09-09,South,Organic
14786,2022-09-20,South,Social
14787,2023-02-14,West,Email
14788,2022-01-08,East,Organic
14789,2022-08-12,South,Paid Search
14790,2023-03-11,North,Social
14791,2022-05-24,North,Referral
14792,2023-12-25,North,Organic
14793,2023-12-10,South,Organic
14794,2022-07-08,East,Paid Search
14795,2022-10-17,South,Email
14796,2022-05-19,North,Organic
14797,2023-01-03,North,Organic
14798,2022-04-01,South,Social
14799,2022-10-13,West,Paid Search
14800,2023-02-10,South,Organic
14801,2023-03-23,North,Paid Search
14802,2023-03-12,East,Organic
14803,2022-06-11,West,Paid Search
14804,2023-08-02,West,Paid Search
14805,2023-05-20,West,Organic
14806,2023-07-04,West,Organic
14807,2022-12-08,East,Social
14808,2023-10-14,West,Social
14809,2022-10-12,North,Organic
14810,2023-08-12,West,Email
14811,2022-05-29,West,Organic
14812,2022-06-30,West,Social
14813,2023-01-20,South,Social
14814,2023-02-10,West,Email
14815,2023-06-29,North,Email
14816,2022-08-06,East,Paid Search
14817,2023-09-30,South,Organic
14818,2022-08-29,East,Paid Search
14819,2023-01-25,East,Organic
14820,2023-11-12,South,Email
14821,2023-01-29,North,Paid Search
14822,2023-05-13,South,Organic
14823,2023-10-26,East,Email
14824,2023-12-13,East,Social
14825,2022-12-31,East,Email
14826,2022-11-01,North,Paid Search
14827,2022-05-24,West,Social
14828,2023-01-28,East,Organic
14829,2023-11-02,North,Email
14830,2022-12-22,South,Paid Search
14831,2022-09-12,South,Organic
14832,2022-03-20,South,Referral
14833,2022-10-12,North,Paid Search
14834,2022-06-22,North,Paid Search
14835,2023-12-15,North,Organic
14836,2023-01-21,North,Referral
14837,2022-04-11,North,Social
14838,2022-02-19,West,Organic
14839,2023-09-14,East,Paid Search
14840,2023-11-11,South,Organic
14841,2023-07-11,East,Email
14842,2022-04-01,East,Paid Search
14843,2022-03-13,North,Organic
14844,2022-05-25,North,Paid Search
14845,2023-07-03,North,Referral
14846,2023-07-13,East,Paid Search
14847,2023-09-04,South,Organic
14848,2022-03-12,South,Referral
14849,2022-04-22,East,Organic
14850,2023-10-20,West,Paid Search
14851,2023-11-09,South,Paid Search
14852,2023-06-14,East,Organic
14853,2022-03-19,South,Organic
14854,2022-02-20,East,Organic
14855,2022-02-10,East,Organic
14856,2023-05-21,East,Paid Search
14857,2023-09-10,North,Social
14858,2023-04-07,South,Organic
14859,2022-07-11,West,Email
14860,2023-07-07,South,Paid Search
14861,2022-02-13,West,Organic
14862,2023-08-28,South,Paid Search
14863,2023-10-14,South,Organic
14864,2023-06-09,South,Email
14865,2023-10-04,South,Paid Search
14866,2023-03-04,West,Email
14867,2022-12-08,North,Referral
14868,2022-08-24,East,Organic
14869,2023-11-04,East,Referral
14870,2023-05-25,West,Organic
14871,2022-05-20,East,Organic
14872,2023-11-30,West,Organic
14873,2022-02-13,West,Social
14874,2023-03-05,South,Email
14875,2022-05-20,West,Referral
14876,2023-04-30,West,Email
14877,2022-10-29,North,Paid Search
14878,2022-11-16,East,Social
14879,2023-05-06,South,Referral
14880,2023-07-06,East,Social
14881,2022-10-05,North,Paid Search
14882,2023-12-30,East,Social
14883,2022-12-30,South,Organic
14884,2022-04-28,East,Referral
14885,2022-01-05,North,Referral
14886,2022-05-28,East,Email
14887,2023-05-20,South,Organic
14888,2023-01-29,East,Organic
14889,2022-09-04,South,Referral
14890,2022-12-18,North,Social
14891,2023-09-04,South,Social
14892,2023-02-22,West,Referral
14893,2022-02-12,North,Paid Search
14894,2022-02-05,East,Social
14895,2022-12-18,North,Organic
14896,2022-10-23,East,Organic
14897,2023-09-13,North,Paid Search
14898,2023-03-02,South,Paid Search
14899,2023-07-07,South,Paid Search
14900,2023-03-04,North,Social
14901,2022-09-10,South,Organic
14902,2023-04-25,South,Email
14903,2023-03-30,East,Organic
14904,2023-06-10,West,Social
14905,2022-05-19,South,Organic
14906,2023-04-14,West,Social
14907,2022-07-28,South,Email
14908,2023-07-31,North,Paid Search
14909,2023-08-06,North,Organic
14910,2023-04-02,South,Organic
14911,2023-11-23,South,Paid Search
14912,2023-01-28,West,Organic
14913,2022-01-19,East,Organic
14914,2023-03-19,East,Social
14915,2023-07-22,South,Organic
14916,2022-03-15,South,Organic
14917,2022-03-18,East,Paid Search
14918,2022-07-19,North,Paid Search
14919,2023-09-09,North,Paid Search
14920,2023-01-21,South,Email
14921,2023-12-14,North,Email
14922,2023-09-30,East,Paid Search
14923,2023-02-10,North,Paid Search
14924,2023-05-11,North,Organic
14925,2022-08-30,West,Email
14926,2022-03-07,West,Organic
14927,2022-10-19,South,Social
14928,2023-03-09,South,Email
14929,2022-05-14,West,Email
14930,2022-06-11,North,Paid Search
14931,2022-01-11,South,Referral
14932,2023-06-20,North,Paid Search
14933,2023-10-19,South,Paid Search
14934,2023-08-28,West,Social
14935,2022-10-05,West,Email
14936,2023-03-10,West,Paid Search
14937,2023-12-03,East,Organic
14938,2023-03-08,East,Organic
14939,2022-08-04,West,Social
14940,2022-09-05,East,Organic
14941,2023-06-15,South,Organic
14942,2022-11-22,South,Organic
14943,2023-09-04,East,Referral
14944,2023-09-23,North,Paid Search
14945,2022-01-27,South,Paid Search
14946,2023-06-13,North,Referral
14947,2022-09-28,East,Paid Search
14948,2023-01-15,North,Social
14949,2022-07-13,South,Email
14950,2022-09-26,South,Paid Search
14951,2022-08-30,North,Social
14952,2022-02-06,West,Referral
14953,2023-07-26,South,Organic
14954,2022-04-15,South,Organic
14955,2022-10-02,North,Social
14956,2022-05-21,West,Paid Search
14957,2022-04-28,East,Paid Search
14958,2022-09-30,South,Organic
14959,2023-11-02,North,Social
14960,2023-11-21,East,Email
14961,2022-10-06,West,Referral
14962,2023-01-04,South,Paid Search
14963,2023-12-21,North,Referral
14964,2022-06-21,North,Paid Search
14965,2023-11-21,North,Email
14966,2022-03-19,East,Email
14967,2022-06-14,West,Paid Search
14968,2022-09-04,West,Paid Search
14969,2022-01-28,West,Organic
14970,2023-08-19,North,Paid Search
14971,2023-09-17,West,Email
14972,2022-10-07,South,Organic
14973,2023-09-03,South,Email
14974,2023-07-18,East,Organic
14975,2023-08-09,North,Organic
14976,2023-08-09,West,Email
14977,2023-02-23,West,Organic
14978,2022-03-22,West,Referral
14979,2023-11-06,West,Referral
14980,2023-03-21,South,Paid Search
14981,2023-10-20,North,Paid Search
14982,2023-12-02,West,Organic
14983,2022-05-17,East,Social
14984,2022-10-21,West,Organic
14985,2022-05-21,North,Referral
14986,2022-02-07,South,Referral
14987,2023-12-07,South,Organic
14988,2023-11-06,East,Email
14989,2023-11-12,West,Paid Search
14990,2023-10-08,West,Paid Search
14991,2023-04-19,South,Organic
14992,2023-01-17,South,Email
14993,2023-12-25,North,Organic
14994,2023-02-08,North,Social
14995,2023-04-14,South,Paid Search
14996,2022-06-04,East,Email
14997,2023-06-30,South,Referral
14998,2023-08-22,South,Social
14999,2023-05-11,East,Paid Search
15000,2022-12-30,West,Paid Search
15001,2022-05-25,North,Paid Search
15002,2022-01-25,South,Paid Search
15003,2023-04-03,East,Referral
15004,2023-05-14,West,Organic
15005,2023-07-19,West,Paid Search
15006,2023-11-25,North,Social
15007,2022-12-30,East,Paid Search
15008,2023-08-29,West,Social
15009,2023-06-07,South,Organic
15010,2022-07-22,South,Organic
15011,2023-09-09,West,Email
15012,2022-02-08,North,Paid Search
15013,2023-03-14,East,Referral
15014,2023-11-18,West,Paid Search
15015,2023-04-27,North,Organic
15016,2023-11-16,East,Paid Search
15017,2022-02-10,South,Paid Search
15018,2023-01-24,West,Email
15019,2023-07-24,West,Organic
15020,2023-04-14,West,Paid Search
15021,2023-10-05,North,Referral
15022,2022-12-04,West,Paid Search
15023,2023-05-14,West,Email
15024,2022-11-03,East,Organic
15025,2023-09-29,East,Social
15026,2022-03-29,North,Organic
15027,2022-07-05,West,Email
15028,2022-03-12,North,Organic
15029,2023-05-28,South,Organic
15030,2022-06-19,West,Organic
15031,2022-08-20,West,Organic
15032,2023-09-03,West,Social
15033,2022-09-20,South,Organic
15034,2022-04-17,North,Referral
15035,2022-01-16,South,Paid Search
15036,2022-06-15,North,Organic
15037,2023-10-30,West,Paid Search
15038,2023-02-05,East,Organic
15039,2023-12-28,South,Social
15040,2022-06-07,North,Organic
15041,2022-09-14,South,Social
15042,2022-04-30,West,Organic
15043,2022-10-18,East,Organic
15044,2023-02-16,North,Organic
15045,2023-08-13,North,Email
15046,2022-09-26,South,Paid Search
15047,2023-07-18,North,Referral
15048,2023-04-03,West,Paid Search
15049,2022-08-02,East,Organic
15050,2023-10-28,North,Social
15051,2022-11-13,West,Email
15052,2022-04-21,South,Social
15053,2023-12-04,North,Paid Search
15054,2023-10-29,East,Social
15055,2022-02-06,North,Organic
15056,2023-10-21,South,Referral
15057,2023-11-23,West,Organic
15058,2023-08-29,West,Social
15059,2022-07-06,South,Organic
15060,2023-04-06,East,Social
15061,2023-01-28,North,Social
15062,2023-03-29,East,Social
15063,2023-03-27,North,Paid Search
15064,2023-04-12,East,Paid Search
15065,2023-01-11,North,Social
15066,2023-05-20,West,Email
15067,2023-01-20,West,Email
15068,2022-01-13,South,Organic
15069,2022-01-26,West,Paid Search
15070,2023-12-01,North,Paid Search
15071,2023-10-26,East,Email
15072,2023-03-04,South,Organic
15073,2022-05-08,North,Paid Search
15074,2023-07-25,East,Social
15075,2022-04-15,South,Paid Search
15076,2022-10-03,East,Social
15077,2022-08-29,East,Organic
15078,2022-01-10,North,Paid Search
15079,2023-08-13,North,Paid Search
15080,2023-01-08,East,Paid Search
15081,2022-08-19,East,Email
15082,2023-01-06,North,Organic
15083,2022-01-01,South,Paid Search
15084,2022-11-16,East,Organic
15085,2023-01-15,East,Email
15086,2022-09-05,West,Social
15087,2023-08-30,South,Organic
15088,2022-07-02,East,Paid Search
15089,2022-04-11,East,Paid Search
15090,2023-01-21,South,Email
15091,2023-10-10,North,Organic
15092,2022-10-01,North,Paid Search
15093,2022-02-04,West,Social
15094,2023-12-10,North,Paid Search
15095,2022-11-21,East,Social
15096,2022-05-07,East,Paid Search
15097,2023-03-26,South,Referral
15098,2022-08-22,West,Organic
15099,2023-11-16,East,Organic
15100,2022-08-03,North,Paid Search
15101,2023-02-06,West,Paid Search
15102,2023-02-01,East,Email
15103,2022-06-26,South,Organic
15104,2022-12-31,East,Organic
15105,2022-03-21,East,Social
15106,2023-04-15,South,Organic
15107,2023-07-08,West,Email
15108,2023-11-25,East,Email
15109,2022-08-26,East,Organic
15110,2022-07-28,North,Email
15111,2023-02-05,North,Social
15112,2023-05-21,South,Social
15113,2023-12-26,East,Organic
15114,2022-01-19,East,Paid Search
15115,2022-06-23,West,Referral
15116,2022-07-11,North,Email
15117,2022-07-06,East,Organic
15118,2022-12-05,West,Organic
15119,2023-09-30,West,Email
15120,2022-01-23,West,Social
15121,2023-08-19,West,Referral
15122,2023-03-27,North,Referral
15123,2023-03-26,East,Paid Search
15124,2023-05-11,West,Email
15125,2022-03-26,East,Organic
15126,2023-06-30,North,Organic
15127,2022-07-01,West,Organic
15128,2023-01-13,North,Referral
15129,2023-05-10,South,Organic
15130,2023-03-17,North,Paid Search
15131,2022-08-24,South,Paid Search
15132,2022-10-17,South,Paid Search
15133,2022-12-14,South,Paid Search
15134,2022-01-31,West,Organic
15135,2023-06-15,South,Paid Search
15136,2022-03-14,East,Paid Search
15137,2022-12-01,West,Social
15138,2023-04-24,West,Email
15139,2022-02-28,North,Social
15140,2023-12-28,North,Paid Search
15141,2022-10-03,East,Organic
15142,2022-01-12,West,Paid Search
15143,2023-04-26,East,Referral
15144,2023-02-12,North,Organic
15145,2023-04-13,East,Organic
15146,2023-07-03,East,Referral
15147,2022-12-14,East,Referral
15148,2023-08-27,West,Organic
15149,2022-09-28,West,Social
15150,2023-02-02,East,Paid Search
15151,2022-04-26,East,Paid Search
15152,2023-03-29,East,Paid Search
15153,2022-07-10,East,Referral
15154,2023-05-24,South,Organic
15155,2023-08-08,East,Social
15156,2023-09-20,East,Organic
15157,2023-11-10,South,Email
15158,2022-03-31,North,Email
15159,2022-04-11,East,Social
15160,2023-11-08,East,Referral
15161,2022-10-06,South,Social
15162,2022-01-19,South,Social
15163,2022-07-29,North,Organic
15164,2023-09-03,West,Referral
15165,2022-09-17,West,Paid Search
15166,2022-02-26,East,Paid Search
